file_name,folder,contour_area,convexity,defect_count,edge_count,edge_ratio,green_count,green_ratio,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,hw_ratio,lbp_1,lbp_10,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,rgb_hist_1,rgb_hist_10,rgb_hist_11,rgb_hist_12,rgb_hist_13,rgb_hist_14,rgb_hist_15,rgb_hist_16,rgb_hist_17,rgb_hist_18,rgb_hist_19,rgb_hist_2,rgb_hist_20,rgb_hist_21,rgb_hist_22,rgb_hist_23,rgb_hist_24,rgb_hist_3,rgb_hist_4,rgb_hist_5,rgb_hist_6,rgb_hist_7,rgb_hist_8,rgb_hist_9
cosegppb_buckwheat_0001.jpg,flowering,-0.3207395527378153,3.722958618691707,0.4160989968284628,0.6916305005588037,0.6916305005588025,-0.8832874731936982,-0.8832874731937004,-1.5904675098593906,-0.04821743671716524,-0.5528635041185846,-1.3395428431938323,-2.419791903118375,0.07704080111001099,0.6267692265041651,-0.49248992752746135,-0.7264561528285252,-0.10484812677223783,-1.021507760951513,-0.3854294123490739,-1.6105843432804505,-0.5111115106302357,-1.3135156202308396,-1.5880769111690445,-1.371783854447757,1.2931030561045604,2.765027671050369,-0.6040796611113626,-1.6048863174538304,-0.5353348139089446,-0.7967394231346179,-0.7958753411891899,-0.7948927024331385,0.9955917016438803,1.722034031496145,-0.4322285800144553,-1.2668361343327819,-0.41966993754307047,-0.6965021398696318,-0.6167211681774715,-0.8784607096904808,-1.0312208986104137,1.2139408323373406,-1.6557576098311877,-0.637766410761985,-0.6447929730071479,-0.7011786607559799,-0.7294281369452309,0.9359155160712959,3.022229302532493
cosegppb_buckwheat_0002.jpg,flowering,-0.17943241251685602,3.2069090238923375,0.20056422814107272,0.7727432444592731,0.7727432444592782,-0.9369827150147645,-0.9369827150147658,-1.4722311854888304,-0.13386718336228884,1.1172070476659253,-1.3990604485490485,0.18394000131502886,0.055641859286186125,-1.0362475248119238,-0.49248992752746135,-0.6219581868160486,0.10914965413729248,-0.9320276055357846,-0.3339531214519292,-1.5715549536080324,-0.4721060178870855,-1.296541610334644,-1.5142157759721309,-1.3291192742255462,1.2346936191495184,2.857158705108796,-0.611052675980543,-1.698120659385362,-0.5736769702882055,-0.7792669403104194,-0.766326440819735,-0.7867881850792132,0.9950458287966518,1.7746702071629759,-0.4467507606717699,-1.3177426258344727,-0.4381285374647159,-0.7566398532104824,-0.5766197761561797,-0.8540563668666692,-1.0241822252016228,1.213547436857353,-1.7561941751546712,-0.6365143030715628,-0.624797376408534,-0.6681209209041531,-0.7208422454505536,0.935117102172927,3.1142197339921163
cosegppb_buckwheat_0003.jpg,flowering,-0.2811439403520876,3.569377564844074,0.847168534203243,0.7311565720668847,0.7311565720668887,-0.9264790926686537,-0.9264790926686558,-1.5429523161020118,-0.08055142265228221,-0.4630233050205216,-1.3726379473276709,-2.417399950601999,0.06368528333088866,0.6372820736702925,-0.49283776738502205,-0.6826514499041191,-0.01957243674733617,-0.9860782334848912,-0.38482380892675633,-1.600603970778504,-0.49065529665827456,-1.3052541154142137,-1.5288518534535553,-1.3559051224506655,1.2674367031568656,2.6627847537662594,-0.5823463046902249,-1.6861273660771308,-0.548202666064667,-0.7601948343374298,-0.780571347107174,-0.7880057583108661,0.993255932472738,1.5938976185622207,-0.4018512309378622,-1.3168032614047573,-0.39177060408751013,-0.7023451669322768,-0.5680059068807883,-0.8665616984559704,-1.0262266851951705,1.2135936950170654,-1.731338965620962,-0.6084316493966685,-0.6230865188755459,-0.681771020352249,-0.7222433834941179,0.9333907303993023,2.998526293587298
cosegppb_buckwheat_0004.jpg,flowering,-0.29700129054757807,3.630687464435028,0.6316337655158529,0.7248811057374026,0.724881105737398,-0.9056982191476846,-0.9056982191476823,-1.5625526693103695,-0.06678324041064232,-0.5027083667651369,-1.35796472096538,-2.418230277902268,0.06923821889150292,0.6329707899422627,-0.49283776738502205,-0.6393745144848254,0.022580274756756724,-0.9518022255171612,-0.3509100172768951,-1.5813123010261367,-0.48609846449018373,-1.2934666085418565,-1.5359997052468095,-1.341649775194493,1.250528922060268,2.8505579093990443,-0.5949181003081075,-1.6294153115240166,-0.535857401218238,-0.7822200444706789,-0.7913212234052104,-0.7925050990988807,0.9907891335820104,1.7636495933154006,-0.4369423458329283,-1.2718581399605202,-0.42986201538139207,-0.7090870536321258,-0.5918206248029748,-0.8714880461929732,-1.0297497957652777,1.2104807219908578,-1.674679644061027,-0.6300750031242499,-0.6308388094030853,-0.7027959641229575,-0.7250035115727986,0.9296561626084537,3.067660044133314
cosegppb_buckwheat_0005.jpg,flowering,-0.31574830847447566,3.702885314335215,0.20056422814107272,0.9600705975781401,0.9600705975781377,-0.7048617160125664,-0.7048617160125648,-1.5844258202530956,-0.04743107492516362,-0.5336738675604732,-1.3406434227111703,-2.4201076692831083,0.0764148348023689,0.6295500595939746,-0.49248992752746135,-0.2704650284103279,0.2501617939003389,-0.7581757381994869,0.020324880604624736,-1.4576448920355183,-0.39335207063425065,-1.235390074682048,-1.3617282710494802,-1.2604298073755196,1.1203771943397456,2.8228905885937063,-0.35574911424867467,-1.402748048556227,-0.45022439277938664,-0.7291257886603796,-0.7414905990618328,-0.7819939549591483,0.8986716993696944,1.7651299796138136,-0.16192657125605844,-1.151510738697371,-0.10282050338251403,-0.6184760456086348,-0.5470141464184607,-0.8408310169919743,-1.0210815909077606,1.1369954117166898,-1.5622698308706582,-0.5709881111634785,-0.5910080272488938,-0.6298878664978135,-0.7145318886547658,0.8328698918437234,3.064697129698968
cosegppb_buckwheat_0006.jpg,flowering,-0.2787796667536636,3.5578718172665904,0.20056422814107272,0.9563240505157627,0.9563240505157683,-0.756972359634866,-0.7569723596348669,-1.5396153501158651,-0.06991398108175118,-0.4488394738464043,-1.3664112426688317,-2.418803046889097,0.0657156204070023,0.6434396930742291,-0.49248992752746135,-0.3760185294330914,0.27592777356651993,-0.7604827771973097,-0.01601132473450725,-1.4937749556179913,-0.3885475845439816,-1.2432620792715878,-1.3639407013664335,-1.2730110391176197,1.1295907569363544,2.8285082675939357,-0.4983139477766278,-1.4567480003721156,-0.38098643475081273,-0.6859366987946295,-0.7315880045044004,-0.7829356829767314,0.9098051782844286,1.7636495933154006,-0.2933875497970853,-1.1535339761042986,-0.2588967465399859,-0.5779347906212897,-0.5021353268494967,-0.8287425640932136,-1.021986884335909,1.1459980540864458,-1.5272052072784215,-0.5301460319240974,-0.5642224611863833,-0.6261357564183089,-0.7163122672229,0.8446731987664331,3.109422546851901
cosegppb_buckwheat_0007.jpg,flowering,-0.1671811765977497,3.1673916444874837,0.20056422814107272,1.0764945475415157,1.0764945475415117,-0.7335203062931186,-0.7335203062931208,-1.4607514985366885,-0.1320167849972388,1.0649463592031811,-1.396483674080003,0.18721345520719596,0.055810789724418775,-1.0161261284119036,-0.49248992752746135,-0.22929916301148487,0.3756496613959004,-0.6873166832662044,0.08633565363739412,-1.4205669718467235,-0.35407415857670144,-1.2202815658734785,-1.308629943442497,-1.2159389193197758,1.0719694289512158,2.870360601654536,-0.4028296951490195,-1.4653663539768835,-0.4119475154665913,-0.6793537499683906,-0.7093998534705658,-0.7770475372266904,0.8912348774472771,1.784539568274191,-0.19435140029326037,-1.181931789558817,-0.178017078149826,-0.5981604507208368,-0.4827360946575429,-0.8105150815828,-1.0178451548142837,1.131568323970263,-1.5665994311577232,-0.5314577267795892,-0.5478089616578524,-0.5996119530899725,-0.7091064454895302,0.8244278545580543,3.1303036449464168
cosegppb_buckwheat_0008.jpg,flowering,-0.2884278135593536,3.5949191660734305,0.4160989968284628,0.9779603598009918,0.9779603598009958,-0.7366442284564015,-0.7366442284564024,-1.5532719267727713,-0.06283257464598191,-0.4771740830885363,-1.3565459418431058,-2.4192475485990244,0.06942558559639349,0.6390996456445592,-0.49248992752746135,-0.315325266345021,0.246496340726065,-0.7756433191830411,0.014874449803765673,-1.4550243473003754,-0.39226239337666347,-1.2380755762477493,-1.3331368638764831,-1.2609878458802084,1.1213278000044749,2.872326529947328,-0.42542828551710665,-1.4415002950758495,-0.40717923443855075,-0.7147294476491242,-0.7372541903588063,-0.7815849249178028,0.9041511699983792,1.8496769227697105,-0.25110672138197104,-1.1558101623403014,-0.20666785795302636,-0.5951041326562001,-0.5372421891380339,-0.8288941338906404,-1.0204855987602213,1.1409820605941592,-1.5313744907091522,-0.5576920772700479,-0.5743806269703473,-0.6283999389672251,-0.7137628448546633,0.837821115515463,3.0989818445398654
cosegppb_buckwheat_0009.jpg,flowering,-0.327999544393582,3.7526590978355925,0.20056422814107272,0.6457352990446813,0.6457352990446772,-0.9127157254565086,-0.9127157254565076,-1.6039643407464572,-0.0613765180032439,-0.5881830031751738,-1.3359000483676793,-2.4186594439167064,0.07608956166162181,0.6258126891285571,-0.49248992752746135,-0.7697330882478802,-0.08781455025651529,-1.030076762943446,-0.4980716489003758,-1.6323850452260462,-0.5317410823477247,-1.317185122370234,-1.6253478526624177,-1.362449392187489,1.306102791690605,2.7280912256635528,-0.6156335116722191,-1.685283606600533,-0.5734157121113171,-0.7893566627339836,-0.8249476491748496,-0.7941126892535462,1.0164471810268507,1.7003215799976452,-0.45946359095314715,-1.2994249703959544,-0.44259047975104526,-0.8151594727307584,-0.6082521385344372,-0.8786122794879124,-1.0310473827391204,1.2300833210974818,-1.7278645434070974,-0.6611387961908599,-0.6421732260396373,-0.7372121853942196,-0.7309872928276938,0.9598573580038422,2.9693207730539664
cosegppb_buckwheat_0010.jpg,flowering,-0.293705636440684,3.615087237074856,0.20056422814107272,0.65753692229117,0.6575369222911741,-0.94603756186486,-0.9460375618648584,-1.5550290667106874,-0.07784485886414581,-0.49859309871144347,-1.3671135727247001,-2.4168347045583727,0.06535462977253033,0.6332214136066265,-0.49248992752746135,-0.7449280155075272,-0.13805282023325555,-1.0162345289564896,-0.47869233938621,-1.643870837043932,-0.5176495741757552,-1.3342411323142371,-1.6243267309776697,-1.3627537768264102,1.3123751641108707,2.7997174720138056,-0.6147173555918924,-1.7500112452440668,-0.5870673387977124,-0.7718226610834468,-0.8164219090176722,-0.7927619415278331,1.0168544355606972,1.7394697121977314,-0.4598444741550312,-1.3312550580901468,-0.45644621568537247,-0.8169572896542444,-0.584654522797333,-0.8709954237687955,-1.0301948988455014,1.2302623200633258,-1.7800873093560348,-0.6455770898828553,-0.6291814415770705,-0.7289315696673697,-0.7292279825418175,0.9595760625111729,3.0569373346539286
